// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1/" /p:OutDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\bin\Release\net10.0/" /p:OutputPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\bin\Release\net10.0/" /p:PublishDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\publish/" in D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1
// command took 1.04 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1/" /p:OutDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\bin\Release\net10.0/" /p:OutputPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\bin\Release\net10.0/" /p:PublishDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\publish/" --output "D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\bin\Release\net10.0/" in D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1
// command took 7.29 sec and exited with 0
// ***** Done, took 00:00:08 (8.4 sec)   *****
// ***** Building 1 exe(s) in Sequential: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2/" /p:OutDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2\bin\Release\net481/" /p:OutputPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2\bin\Release\net481/" /p:PublishDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2\publish/" in D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2
// command took 1.02 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2/" /p:OutDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2\bin\Release\net481/" /p:OutputPath="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2\bin\Release\net481/" /p:PublishDir="D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2\publish/" --output "D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2\bin\Release\net481/" in D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-2
// command took 5.38 sec and exited with 0
// ***** Done, took 00:00:06 (6.42 sec)   *****
// Found 4 benchmarks:
//   AesEngineBenchmarks.Init: .NET 10.0(Runtime=.NET 10.0, InvocationCount=1, UnrollFactor=1)
//   AesEngineBenchmarks.ProcessBlock: .NET 10.0(Runtime=.NET 10.0, InvocationCount=1, UnrollFactor=1)
//   AesEngineBenchmarks.Init: .NET Framework 4.8.1(Runtime=.NET Framework 4.8.1, InvocationCount=1, UnrollFactor=1)
//   AesEngineBenchmarks.ProcessBlock: .NET Framework 4.8.1(Runtime=.NET Framework 4.8.1, InvocationCount=1, UnrollFactor=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: AesEngineBenchmarks.Init: .NET 10.0(Runtime=.NET 10.0, InvocationCount=1, UnrollFactor=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet BouncyCastle.Crypto.Benchmarks-1.dll --anonymousPipes 2592 2588 --benchmarkName BouncyCastle.Crypto.Benchmarks.AesEngineBenchmarks.Init --job ".NET 10.0" --benchmarkId 0 in D:\repos\bcgit\bc-csharp\crypto\benchmark\BouncyCastle.Crypto.Benchmarks\bin\Release\net10.0\BouncyCastle.Crypto.Benchmarks-1\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.3 (10.0.3, 10.0.326.7603), X64 RyuJIT x86-64-v3
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni,SERIALIZE VectorSize=256
// Job: .NET 10.0(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 76600.00 ns, 76.6000 us/op
WorkloadActual  66: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadActual  67: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  68: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadActual  69: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  70: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  71: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  72: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  73: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  74: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadActual  75: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadActual  76: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  77: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  78: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  79: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  80: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  81: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  82: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  83: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadActual  84: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  85: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadActual  86: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  87: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  88: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  89: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  90: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadActual  91: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  92: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  93: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadActual  94: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadActual  95: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadActual  96: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  97: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  98: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadActual  99: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadActual  100: 1 op, 1000.00 ns, 1.0000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult   2: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult   3: 1 op, 400.00 ns, 400.0000 ns/op
WorkloadResult   4: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadResult   5: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadResult   6: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult   7: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult   8: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadResult   9: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  10: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  11: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  12: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  13: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  14: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  15: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadResult  16: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadResult  17: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  18: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  19: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  20: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  21: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult  22: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  23: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult  24: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  25: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  26: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  27: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult  28: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  29: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  30: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadResult  31: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  32: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadResult  33: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult  34: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  35: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  36: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  37: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult  38: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  39: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  40: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  41: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  42: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  43: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  44: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  45: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  46: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  47: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  48: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadResult  49: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  50: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  51: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  52: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  53: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  54: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  55: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  56: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  57: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  58: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  59: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  60: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadResult  61: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  62: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  63: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult  64: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  65: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadResult  66: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  67: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  68: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadResult  69: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  70: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadResult  71: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadResult  72: 1 op, 800.00 ns, 800.0000 ns/op
WorkloadResult  73: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  74: 1 op, 700.00 ns, 700.0000 ns/op
